location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Recycling Bin,Recycling Bin,,False,osm_recycling_bin,,"' Open Street Map term. Used for a container or centre that accepts waste for recycling, and donations of used goods. '"
,Water Fountain,Water Fountain,,False,osm_water_fountain,,' Open Street Map term. Used for places where humans can obtain potable water for consumption. '
,Sports Field,Sports Field,,False,osm_sports_field,,"' Open Street Map term. An area designed for practising a particular sport, normally designated with appropriate markings. Examples include tennis courts, basketball courts, soccer pitches, and riding arenas. '"
,Picnic Area,Picnic Area,,False,osm_picnic_area,,' Open Street Map term. A locality that is suitable for outdoors eating and may have any of a number of facilities to aid a picnic. '
,main entrance,main entrance,,False,osm_main_entrance,,' Open Street Map term. The main entrance to a building. '
,'%1$s %2$s from %3$s','%1$s %2$s from %3$s',,False,osm_entrance_named_with_destination,,"' Open Street Map term. An entrance which has a name as well as a destination e.g. (Supermarket) (main entrance) from (Hills Road). Arguments in order destination, entrance, entrance name'"
,'%1$s %2$s','%1$s %2$s',,False,osm_entrance_with_destination,,' Open Street Map term. An entrance which has only a destination e.g. (Supermarket) (main entrance) '
,Ferry Terminal,Ferry Terminal,,False,osm_tag_ferry_terminal,,' OSM tag for ferry terminal '
,'%s Ferry Terminal','%s Ferry Terminal',,False,osm_tag_ferry_terminal_named,,"' OSM tag for named ferry terminal e.g. ""Oban Ferry Terminal"" '"
,Crosswalk,Crosswalk,,False,osm_crossing,,' Open Street Map term crossing. A marked place where pedestrians cross a road.'
,Construction,Construction,,False,osm_construction,,' Open Street Map term construction. A temporary or permanent site of building works.'
,Dangerous Area,Dangerous Area,,False,osm_dangerous_area,,' Open Street Map term dangerous_area. An area identified as hazardous or risky.'
,Town Hall,Town Hall,,False,osm_townhall,,' Open Street Map term townhall. A building used as the administrative center of a town.'
,Steps,Steps,,False,osm_steps,,' Open Street Map term steps. A set of steps or stairway for pedestrians.'
,Elevator,Elevator,,False,osm_elevator,,' Open Street Map term elevator. A vertical transport lift for people or goods.'
,Walking Path,Walking Path,,False,osm_walking_path,,' Open Street Map term walking_path. A path intended for walking or hiking.'
